"Timestamp","teach.cs ID","What is P(B=true|A=true)?","What is P(C=true|A=true)?","What is P(C=true|A=true, E=false)?","What is P(C=true|A=true, F=false)?","V1","V2","V3","V1","V2","V3","V0","d0","V1","d1","V2","d2","V3","d3","V4","d4","V5","d5","What is P(V0=d0|V1=d1,V2=d2,V3=d3,V4=d4,V5=d5)?","V0","d0","V1","d1","V2","d2","V3","d3","V4","d4","V5","d5","What is P(V0=d0|V1=d1,V2=d2,V3=d3,V4=d4,V5=d5)?"
"2020/04/03 11:32:49 AM MDT","1003869478","0.5","0.5","0.57142857","0.5","Air system","Car starts","Air filter","Spark plugs","Voltage at plug","Spark quality","Battery voltage","strong","Headlights","dim","Starter system","okay","Charging system","okay","Battery age","new","Starter motor","faulty","0.33333333","Car starts","false","Fuel system","okay","Spark timing","good","Spark quality","bad","Air system","okay","Car cranks","true","0.3"
"2020/04/03 12:13:46 PM MDT","hufeiran","0.5","0.5","0.57142857142857142857","0.5","Charging system","Alternator","Battery voltage","Starter system","Headlights","Battery voltage","Car starts","False","Spark timing","Very bad","Air system","Faulty","Spark plugs","Bad","Fuel system","Faulty","Car cranks","True","1.0","Car starts","False","Car cranks","True","Fuel system","Okay","Spark quality","Good","Air system","Okay","Spark timing","Good","0.01"
"2020/04/03 12:34:19 PM MDT","kuaitian","0.5","0.5","0.5714285714285714","0.5","Starter system","Starter motor","Car cranks","Battery age","Charging system","Battery voltage","Car starts","true","Spark quality","good","Fuel system","okay","Spark timing","good","Car cranks","true","Air system","okay","0.9899999999999999","Car starts","false","Spark quality","good","Fuel system","okay","Spark timing","good","Car cranks","true","Air system","okay","0.009999999999999998"
"2020/04/03 12:39:19 PM MDT","kuaitian","0.5","0.5","0.5714285714285714","0.5","Starter system","Starter motor","Car cranks","Battery age","Charging system","Battery voltage","Car starts","true","Spark quality","good","Fuel system","okay","Spark timing","good","Car cranks","true","Air system","okay","0.9899999999999999","Car starts","false","Spark quality","good","Fuel system","okay","Spark timing","good","Car cranks","true","Air system","okay","0.009999999999999998"
"2020/04/03 12:42:41 PM MDT","haighcam","0.63333","0.666666","0.727272","0.71428571","Battery voltage","Headlights","Starter system","Distributer","Battery voltage","Voltage at plug","Car starts","true","Alternator","okay","Battery age","new","Car cranks","true","Battery voltage","strong","Spark quality","good","0.99165","Battery age","new","Car starts","false","Car cranks","false","Headlights","off","Starter system","faulty","Battery voltage","dead","0.35725"
"2020/04/03 1:06:06 PM MDT","wangme88","0.5","0.5","0.57","0.5","Charging system","Alternator","Battery voltage","Charging system","Battery age","Battery voltage","Spark quality","good","Spark plugs","okay","Distributer","okay","Charging system","okay","Battery voltage","strong","Voltage at plug","strong","1","Spark quality","very_bad","Spark plugs","okay","Distributer","okay","Charging system","okay","Battery voltage","strong","Voltage at plug","strong","0"
"2020/04/03 1:16:55 PM MDT","luika6","0.5","0.5","0.57","0.5","Air system","Air filter","Car starts","Starter motor","Charging system","Starter system","Car starts","true","Alternator","faulty","Battery age","new","Starter system","okay","Fuel system","okay","Spark timing","good","0.28","Car starts","false","Alternator","faulty","Battery age","new","Starter system","okay","Fuel system","okay","Spark timing","good","0.7176682576657345"
"2020/04/03 1:29:04 PM MDT","cannalex","0.5","0.7","0.757","0.7","Air system","Air filter","Car starts","Spark plugs","Voltage at plug","Spark quality","Starter system","okay","Alternator","okay","Charging system","okay","Battery age","new","Battery voltage","strong","Main fuse","okay","0.9752","Starter system","faulty","Alternator","okay","Charging system","okay","Battery age","new","Battery voltage","strong","Main fuse","okay","0.0248"
"2020/04/03 1:40:19 PM MDT","sunqiaoe","0.5","0.5","0.571","0.5","Charging system","Alternator","Battery voltage","Charging system","Battery age","Battery voltage","Car starts","true","Spark quality","good","Spark timing","good","Fuel system","okay","Car cranks","true","Air system","okay","0.99","Car starts","false","Spark quality","good","Fuel system","okay","Spark timing","good","Car cranks","true","Air system","okay","0.01"
"2020/04/03 1:50:14 PM MDT","houjiaw1","0.5","0.5","0.571428","0.5","Air system","Air filter","Car starts","Voltage at plug","Spark plugs","Spark quality","Car starts","true","Air system","okay","Car cranks","true","Fuel system","okay","Spark timing","good","Spark quality","good","0.98999","Car starts","true","Air system","faulty","Fuel system","faulty","Spark timing","very bad","Spark quality","very bad","Car cranks","false","0"
"2020/04/03 1:53:07 PM MDT","gaomarco","0.5","0.5","0.57","0.5","Charging system","Alternator","Battery voltage","Alternator","Battery age","Battery voltage","Car starts","true","Alternator","okay","Spark plugs","okay","Spark timing","good","Starter motor","okay","Air filter","clean","0.34","Car starts","false","Alternator","okay","Spark plugs","okay","Spark timing","good","Starter motor","okay","Air filter","clean","0.66"
"2020/04/03 2:06:28 PM MDT","sudarsa5","0.5","0.5","0.5714285714285714","0.5","Air system","Air filter","Car starts","Fuel system","Air system","Car starts","Car starts","True","Air system","Okay","Fuel system","Okay","Spark quality","Bad","Car cranks","True","Spark timing","Good","0.7 ","Car starts","False","Fuel system","Okay","Spark timing","Good","Spark quality","Bad","Air system","Okay","Car cranks","True","0.3"
"2020/04/03 2:13:00 PM MDT","tegartjo","0.5","0.5","0.57","0.5","Air system","Air filter","Car starts","Voltage at plug","Spark plugs","Spark quality","Car starts","True","Air system","Okay","Fuel system","Okay","Car cranks","True","Spark quality","Good","Spark timing","Good","0.99","Car starts","False","Air system","Okay","Fuel system","Okay","Car cranks","True","Spark quality","Good","Spark timing","Good","0.01"
"2020/04/03 2:21:38 PM MDT","sunyixi4","0.5","0.5","0.5714285714285714","0.5","Battery voltage","Charging system","Headlights","Battery voltage","Starter motor","Starter system","Starter system","okay","Starter motor","okay","Main fuse","okay","Charging system","okay","Battery voltage","strong","Car cranks","true","0.9987261146496816","Voltage at plug","none","Distributer","okay","Main fuse","okay","Battery voltage","strong","Spark plugs","okay","Spark quality","good","0.0"
"2020/04/03 2:26:57 PM MDT","1004295684","0.5","0.5","0.57","0.5","Voltage at plug","Spark plugs","Spark quality","Charging system","Battery age","Battery voltage","Car starts","true","Spark quality","good","Car cranks","true","Spark timing","good","Fuel system","okay","Air system","okay","0.99","Car starts","false","Air filter","dirty","Starter system","faulty","Spark plugs","fouled","Distributer","faulty","Fuel system","faulty","0.9999986"
"2020/04/03 2:27:45 PM MDT","cannalex","0.5","0.5","0.571","0.5","Air system","Air filter","Car starts","Spark plugs","Voltage at plug","Spark quality","Starter system","okay","Alternator","okay","Charging system","okay","Battery age","new","Battery voltage","strong","Main fuse","okay","0.9752","Starter system","faulty","Alternator","okay","Charging system","okay","Battery age","new","Battery voltage","strong","Main fuse","okay","0.0248"
"2020/04/03 2:28:49 PM MDT","weiszben","0.5","0.5","0.5714285714285715","0.5","Charging system","Alternator","Battery voltage","Charging system","Battery age","Battery voltage","Car starts","true","Car cranks","true","Fuel system","okay","Spark quality","good","Spark timing","good","Air system","okay","0.99","Car starts","false","Car cranks","true","Fuel system","okay","Spark quality","good","Spark timing","good","Air system","okay","0.01"
"2020/04/03 2:56:41 PM MDT","wutao4","0.5","0.5","0.5714286","0.5","Battery voltage","Headlights","Starter system","Charging system","Battery age","Battery voltage","Car starts","true","Battery age","new","Battery voltage","strong","Starter system","okay","Car cranks","true","Air system","okay","0.75043","Car starts","false","Battery age","new","Battery voltage","strong","Starter system","okay","Car cranks","true","Air system","okay","0.24957"
"2020/04/03 3:00:14 PM MDT","soursmax","0.50","0.50","0.57","0.50","Spark quality","Spark plugs","Car starts","Fuel system","Spark timing","Car starts","Car starts","true","Fuel system","okay","Spark timing","good","Spark quality","good","Car cranks","true","Air system","okay","0.99","Car starts","true","Spark quality","very bad","Fuel system","faulty","Spark timing","very bad","Car cranks","false","Air system","faulty","0"
"2020/04/03 3:03:06 PM MDT","kachura3","0.5","0.5","0.5714285714285714","0.5","Car starts","Air filter","Air system","Voltage at plug","Spark plugs","Spark quality","Car starts","true","Air system","okay","Fuel system","okay","Car cranks","true","Spark quality","good","Spark timing","good","0.99","Car starts","false","Air system","okay","Fuel system","okay","Car cranks","true","Spark quality","good","Spark timing","good","0.01"
"2020/04/03 3:20:40 PM MDT","abadysin","0.5","0.5","0.571","0.5","Battery voltage","Battery age","Headlights","Battery age","Charging system","Battery voltage","Car starts","true","Spark quality","good","Spark timing","good","Fuel system","okay","Car cranks","true","Air system","okay","0.99","Car starts","true","Car cranks","false","Spark timing","very bad","Spark quality","very bad","Fuel system","faulty","Air system","faulty","0"
"2020/04/03 3:25:12 PM MDT","rafiiary","0.5","0.5","0.571428","0.5","Air system","Air filter","Car starts","Air system","Car cranks","Car starts","Car starts","true","Car cranks","true","Fuel system","okay","Spark quality","good","Air system","okay","Spark timing","good","0.99","Car starts","false","Car cranks","true","Fuel system","okay","Spark quality","good","Air system","okay","Spark timing","good","0.01"
"2020/04/03 3:27:31 PM MDT","niyihan","0.5","0.5","0.5714","0.5","Charging system","Alternator","Battery voltage","Starter system","Headlights","Battery voltage","Car starts","true","Spark quality","good","Fuel system","okay","Spark timing","good","Car cranks","true","Air system","okay","0.989999999999","Car starts","false","Spark quality","good","Fuel system","okay","Spark timing","good","Car cranks","true","Air system","okay","0.009999999"
"2020/04/03 3:35:17 PM MDT","sewardm1","0.5","0.5","0.571429","0.5","Air system","Air filter","Car starts","Starter system","Spark quality","Car starts","Car starts","true","Alternator","okay","Charging system","okay","Battery age","new","Battery voltage","strong","Main fuse","okay","0.5688081860407362","Car starts","true","Alternator","faulty","Battery age","very_old","Distributer","faulty","Starter motor","faulty","Starter system","faulty","0.00018657883991809966"
"2020/04/03 3:38:49 PM MDT","koongjun","0.5","0.5","0.57","0.5","Spark quality","Spark plugs","Car starts","Battery age","Charging system","Battery voltage","Car starts","true","Fuel system","okay","Car cranks","true","Distributer","okay","Air filter","clean","Spark plugs","okay","0.4","Car starts","false","Fuel system","okay","Car cranks","true","Distributer","okay","Air filter","clean","Spark plugs","okay","0.6"
"2020/04/03 4:34:24 PM MDT","goatcher","0.5","0.5","0.57","0.5","Air system","Air filter","Car starts","Charging system","Battery age","Headlights","Car starts","true","Alternator","okay","Charging system","okay","Battery voltage","strong","Starter system","okay","Car cranks","true","0.73","Car starts","false","Alternator","okay","Charging system","okay","Battery voltage","strong","Starter system","okay","Car cranks","true","0.27"
"2020/04/03 4:35:12 PM MDT","suyang5","0.5","0.5","0.571428","0.5","Voltage at plug","Spark plugs","Spark quality","Alternator","Battery age","Battery voltage","Car starts","true","Alternator","okay","Battery age","new","Air filter","clean","Spark plugs","okay","Fuel system","okay","0.40627","Car starts","false","Alternator","okay","Battery age","new","Air filter","clean","Spark plugs","okay","Fuel system","okay","0.59373"
"2020/04/03 4:37:50 PM MDT","mohama28","0.50","0.50","0.57","0.50","Charging system","Alternator","Battery voltage","Car cranks","Air system","Car starts","Car starts","false","Charging system","okay","Voltage at plug","weak","Battery age","old","Battery voltage","weak","Starter system","faulty","0.98","Car starts","true","Charging system","okay","Voltage at plug","weak","Battery age","old","Battery voltage","weak","Starter system","faulty","0.02"
"2020/04/03 4:39:40 PM MDT","desaipr5","0.5","0.5","0.57","0.5","Air system","Air filter","Car starts","Charging system","Battery age","Battery voltage","Car starts","true","Fuel system","okay","Car cranks","true","Distributer","okay","Air filter","clean","Spark plugs","okay","0.40","Car starts","false","Fuel system","okay","Car cranks","true","Distributer","okay","Air filter","clean","Spark plugs","okay","0.60"
"2020/04/03 4:40:35 PM MDT","naiduani","0.50","0.50","0.57","0.50","Air system","Air filter","Car starts","Spark plugs","Voltage at plug","Spark quality","Car starts","true","Air system","okay","Car cranks","true","Fuel system","okay","Spark quality","good","Spark timing","good","0.99","Car starts","false","Air system","okay","Car cranks","true","Fuel system","okay","Spark quality","good","Spark timing","good","0.01"
"2020/04/03 4:42:47 PM MDT","zhouha27","0.5","0.5","0.57142857","0.5","Air system","Car starts","Air filter","Spark plugs","Voltage at plug","Spark quality","Battery voltage","strong","Headlights","dim","Starter system","okay","Charging system","okay","Battery age","new","Starter motor","faulty","0.33333333","Car starts","false","Fuel system","okay","Spark timing","good","Spark quality","bad","Air system","okay","Car cranks","true","0.3"
"2020/04/03 4:46:41 PM MDT","shigongy","0.5","0.5","0.5714285714285714","0.5","Charging system","Alternator","Battery voltage","Charging system","Battery age","Battery voltage","Car starts","true","Fuel system","okay","Car cranks","true","Air system","okay","Spark timing","good","Spark quality","good","0.99","Car starts","false","Car cranks","true","Fuel system","okay","Spark quality","good","Air system","okay","Spark timing","good","0.01"
"2020/04/03 4:52:22 PM MDT","chushaok","0.5","0.5","0.57","0.5","Air system","Air filter","Car starts","Charging system","Battery age","Battery voltage","Car starts","true","Car cranks","true","Fuel system","okay","Spark quality","good","Air system","okay","Spark timing","good","0.99","Car starts","okay","Spark plugs","too wide","Air filter","dirty","Distributer","faulty","Battery age","very old","Headlights","off","0.001"
"2020/04/03 4:55:40 PM MDT","agarwalu","0.5","0.5","0.57","0.5","Charging system","Alternator","Battery voltage","Spark quality","Air system","Car starts","Car starts","true","Alternator","okay","Air system","okay","Car cranks","true","Fuel system","okay","Spark quality","good","0.99","Car starts","false","Alternator","okay","Air system","okay","Car cranks","true","Fuel system","okay","Spark quality","good","0.01"
"2020/04/03 5:04:59 PM MDT","agarwalu","0.5","0.5","0.57","0.5","Charging system","Alternator","Battery voltage","Spark quality","Air system","Car starts","Car starts","true","Alternator","okay","Air system","okay","Car cranks","true","Fuel system","okay","Spark quality","good","0.99","Car starts","false","Alternator","okay","Air system","okay","Car cranks","true","Fuel system","okay","Spark quality","good","0.01"
"2020/04/03 5:08:29 PM MDT","1","1","1","1","1","Distributer","Starter system","Spark plugs","Starter motor","Starter motor","Voltage at plug","Starter motor","1","Voltage at plug","1","Spark plugs","1","Starter system","2","Starter system","1","Starter motor","2","0.4","Distributer","1","Starter motor","1","Starter motor","2","Headlights","1","Headlights","2","Starter motor","2","0.3"
"2020/04/03 5:09:36 PM MDT","barrieri","0.50","0.50","0.57","0.50","Battery voltage","Battery age","Headlights","Battery age","Alternator","Battery voltage","Car starts","true","Alternator","okay","Charging system","okay","Battery voltage","strong","Starter system","okay","Car cranks","true","0.73","Car starts","True","Battery age","old","Battery voltage","weak","Fuel system","faulty","Air filter","dirty","Spark quality","very_bad","0.00"
"2020/04/03 5:11:57 PM MDT","chhabr28","0.5","0.5","0.5714285714285714","0.5","Battery voltage","Battery age","Car starts","Voltage at plug","Spark plugs","Spark quality","Car starts","cs = true","Fuel system","fs = okay","Air system","asys = okay","Car cranks","cc = True","Starter system","ss = okay","Spark quality","sq = good","0.986","Car starts","st = false","Fuel system","fs = okay","Air system","asys = okay","Car cranks","cc = true","Starter system","ss = okay","Spark quality","sq = good","0.014"
"2020/04/03 5:20:30 PM MDT","goelarna","0.5","0.5","0.5714","0.5","Charging system","Alternator","Battery voltage","Battery voltage","Starter motor","Starter system","Car starts","False","Fuel system","Faulty","Spark quality","bad","Spark timing","bad","Car cranks","false","Air system","faulty","1.0","Car starts","true","Car cranks","false","Fuel system","faulty","Spark quality","bad","Air system","faulty","Spark timing","bad","0"
"2020/04/03 5:23:26 PM MDT","1004714801","0.54","0.55","0.62","0.55556","Charging system","Alternator","Battery voltage","Voltage at plug","Spark plugs","Spark quality","Car starts","true","Alternator","faulty","Charging system","faulty","Battery voltage","weak","Starter system","okay","Car cranks","true","0.383","Car starts","false","Alternator","faulty","Charging system","faulty","Battery voltage","weak","Starter system","okay","Car cranks","true","0.617"
"2020/04/03 5:28:11 PM MDT","vijaysid","0.5","0.5","0.5714","0.5","Voltage at plug","Spark quality","Battery voltage","Distributer","Main fuse","Battery voltage","Car starts","True","Battery voltage","strong","Spark plugs","okay","Spark timing","good","Fuel system","okay","Starter system","okay","0.7169","Car starts","True","Fuel system","faulty","Spark timing","bad","Distributer","faulty","Starter system","faulty","Battery age","old","8.720432028476338e-06"
"2020/04/03 5:37:10 PM MDT","wangx562","0.5","0.5","0.571","0.5","Battery age","Air system","Alternator","Car cranks","Fuel system","Car starts","Spark quality","good","Spark timing","good","Car cranks","true","Fuel system","okay","Starter motor","okay","Headlights","bright","0.6283415417793086","Air filter","clean","Spark timing","good","Headlights","dim","Air system","faulty","Car starts","false","Starter motor","faulty","0.5625"
"2020/04/03 5:40:40 PM MDT","taoyi3","0.5","0.5","0.5714285714285714","0.5","Alternator","Alternator","Alternator","Alternator","Alternator","Alternator","Alternator","1","Alternator","1","Alternator","1","Alternator","1","Alternator","1","Alternator","1","1","Alternator","1","Alternator","1","Alternator","1","Alternator","1","Alternator","1","Alternator","1","1"
"2020/04/03 5:40:44 PM MDT","taoyi3","0.5","0.5","0.5714285714285714","0.5","Alternator","Alternator","Alternator","Alternator","Alternator","Alternator","Alternator","1","Alternator","1","Alternator","1","Alternator","1","Alternator","1","Alternator","1","1","Alternator","1","Alternator","1","Alternator","1","Alternator","1","Alternator","1","Alternator","1","1"
"2020/04/03 5:50:27 PM MDT","caimengx","0.5","0.5","0.5714285714285714","0.5","Air system","Car starts","Air filter","Air system","Fuel system","Car starts","Car starts","true","Air system","okay","Car cranks","true","Fuel system","okay","Spark quality","good","Spark timing","good","0.99","Car starts","true","Air system","faulty","Starter system","faulty","Fuel system","faulty","Spark quality","bad","Spark timing","bad","0.0005"
"2020/04/03 6:01:51 PM MDT","liuqiyi","0.5","0.5","0.5714285714285714","0.5","Charging system","Alternator","Battery voltage","Car cranks","Air system","Car starts","Car starts","true","Air system","okay","Car cranks","true","Fuel system","okay","Spark quality","good","Spark timing","good","0.9900","Car starts","false","Air system","okay","Car cranks","true","Fuel system","okay","Spark quality","good","Spark timing","good","0.0100"
"2020/04/03 6:06:39 PM MDT","wongra22","0.5","0.5","0.57","0.5","Starter system","Starter motor","Car cranks","Charging system","Battery age","Battery voltage","Charging system","okay","Air filter","clean","Car cranks","true","Car starts","true","Fuel system","faulty","Spark quality","good","0.99366","Charging system","faulty","Air filter","clean","Car cranks","true","Car starts","true","Fuel system","faulty","Spark quality","good","0.0063391"
"2020/04/03 6:15:41 PM MDT","qieqingy","0.5","0.5","0.57","0.5","Air system","Car starts","Air filter","Air system","Car cranks","Car starts","Car starts","true","Alternator","okay","Charging system","okay","Battery voltage","strong","Starter system","okay","Car cranks","true","0.728","Car starts","false","Alternator","okay","Charging system","okay","Battery voltage","strong","Starter system","okay","Car cranks","true","0.272"
"2020/04/03 6:46:28 PM MDT","taoyi3","0.5","0.5","0.5714285714285714","0.5","Voltage at plug","Spark quality","Battery voltage","Alternator","Alternator","Alternator","Car starts","true","Air system","okay","Fuel system","okay","Car cranks","true","Spark quality","good","Spark timing","good","0.99","Car starts","true","Spark quality","bad","Air system","faulty","Spark timing","bad","Fuel system","faulty","Car cranks","false","0"
"2020/04/03 6:50:11 PM MDT","yuyuexia","0.5","0.5","0.57","0.5","Battery voltage","Battery age","Starter system","Spark plugs","Voltage at plug","Spark quality","Car starts","true","Car cranks","true","Fuel system","okay","Spark quality","good","Air system","okay","Spark timing","good","0.99","Car starts","true","Battery age","old","Battery voltage","weak","Spark timing","very_bad","Air filter","dirty","Charging system","faulty"," 0.1223"
"2020/04/03 6:55:07 PM MDT","ruantian","0.5","0.5","0.5714285714285715","0.5","Starter system","Starter motor","Car cranks","Battery age","Battery voltage","Starter system","Car starts","true","Air system","okay","Battery age","new","Spark quality","good","Starter motor","okay","Car cranks","true","0.897","Car starts","true","Battery age","old","Fuel system","faulty","Spark timing","bad","Air system","faulty","Car cranks","false","0"
"2020/04/03 7:00:19 PM MDT","naiduani","0.50","0.50","0.57","0.50","Air system","Air filter","Car starts","Spark plugs","Voltage at plug","Spark quality","Car starts","true","Air system","okay","Car cranks","true","Fuel system","okay","Spark quality","good","Spark timing","good","0.99","Car starts","false","Air system","okay","Car cranks","true","Fuel system","okay","Spark quality","good","Spark timing","good","0.01"
"2020/04/03 7:04:52 PM MDT","zengzeng","0.5","0.5","0.5714","0.5","Battery voltage","Starter system","Headlights","Car cranks","Fuel system","Car starts","Car starts","true","Battery voltage","strong","Spark plugs","okay","Spark timing","good","Fuel system","okay","Starter system","okay","0.7170","Car starts","false","Battery voltage","strong","Spark plugs","okay","Spark timing","good","Fuel system","okay","Starter system","okay","0.2830"
"2020/04/03 7:06:10 PM MDT","sunyixi4","0.5","0.5","0.5714285714285714","0.5","Battery voltage","Charging system","Headlights","Battery voltage","Starter motor","Starter system","Starter system","okay","Starter motor","okay","Main fuse","okay","Charging system","okay","Battery voltage","strong","Car cranks","true","0.9987261146496816","Voltage at plug","none","Distributer","okay","Main fuse","okay","Battery voltage","strong","Spark plugs","okay","Spark quality","good","0.0"
"2020/04/03 7:06:22 PM MDT","zouzhihe","0.5","0.5","0.57","0.5","Distributer","Voltage at plug","Spark timing","Fuel system","Air filter","Car starts","Car starts","true","Car cranks","true","Starter system","okay","Battery voltage","strong","Charging system","okay","Alternator","okay","0.73","Car starts","true","Car cranks","false","Starter system","faulty","Battery voltage","dead","Charging system","faulty","Alternator","faulty","0"
"2020/04/03 7:12:04 PM MDT","lijiaru3","0.5","0.5","0.5714285714285714","0.5","Spark quality","Car starts","Battery voltage","Spark plugs","Voltage at plug","Spark quality","Voltage at plug","strong","Battery age","new","Distributer","okay","Main fuse","okay","Battery voltage","strong","Spark quality","good","1.0","Car cranks","true","Starter motor","faulty","Car starts","false","Air system","okay","Starter system","faulty","Spark quality","bad","0.019171950832747944"
"2020/04/03 7:27:58 PM MDT","1002323666","0.5","0.5","0.5714285714285714","0.5","Charging system","Alternator","Battery voltage","Air system","Car cranks","Car starts","Car starts","true","Air system","okay","Car cranks","true","Fuel system","good","Spark timing","good","Spark quality","good","0.99","Car starts","false","Air system","okay","Car cranks","true","Fuel system","good","Spark timing","good","Spark quality","good","0.01"
"2020/04/03 7:28:57 PM MDT","masonla1","0.5","0.5","0.5714","0.5","Battery voltage","Battery age","Starter system","Battery voltage","Spark plugs","Car starts","Car starts","true","Car cranks","true","Fuel system","okay","Spark quality","good","Air system","okay","Spark timing","good","0.9899999999999999","Car starts","false","Car cranks","true","Fuel system","okay","Spark quality","good","Air system","okay","Spark timing","good","0.009999999999999998"
"2020/04/03 7:33:11 PM MDT","houzhuoy","0.5","0.5","0.5714285714285714","0.5","Battery voltage","Charging system","Starter system","Battery age","Charging system","Battery voltage","Car starts","true","Air system","okay","Car cranks","true","Fuel system","okay","Spark quality","good","Spark timing","good","0.99","Car starts","true","Air system","faulty","Car cranks","false","Fuel system","faulty","Spark quality","very bad","Spark timing","very bad","0.00"
"2020/04/03 7:33:22 PM MDT","chappusr","0.5","0.25","0.5","0.3","Starter system","Car cranks","Car starts","Spark plugs","Voltage at plug","Spark quality","Car starts","True","Alternator","okay","Charging system","okay","Battery voltage","strong","Starter system","okay","Car cranks","true","0.999","Car starts","true","Alternator","faulty","Charging system","faulty","Battery voltage","dead","Starter system","faulty","Car cranks","false","0.01"
"2020/04/03 7:33:46 PM MDT","hantian9","0.5","0.5","0.57","0.5","Charging system","Alternator","Battery voltage","Air system","Car cranks","Car starts","Car starts","true","Air system","okay","Car cranks","true","Fuel system","good","Spark timing","good","Spark quality","good","0.99","Car starts","false","Air system","okay","Car cranks","true","Fuel system","okay","Spark timing","good","Spark quality","good","0.01"
"2020/04/03 7:37:54 PM MDT","lijiaru3","0.5","0.5","0.571428571428","0.5","Spark quality","Car starts","Battery voltage","Spark plugs","Voltage at plug","Spark quality","Voltage at plug","strong","Battery age","new","Distributer","okay","Main fuse","okay","Battery voltage","strong","Spark quality","good","1.0","Car cranks","true","Starter motor","faulty","Car starts","false","Air system","okay","Starter system","faulty","Spark quality","bad","0.019171950832747944"
"2020/04/03 7:39:24 PM MDT","taoyi3","0.5","0.5","0.5714285714285714","0.5","Voltage at plug","Spark quality","Battery voltage","Alternator","Battery age","Battery voltage","Car starts","true","Air system","okay","Fuel system","okay","Car cranks","true","Spark quality","good","Spark timing","good","0.99","Car starts","true","Spark quality","bad","Air system","faulty","Spark timing","bad","Fuel system","faulty","Car cranks","false","0"
"2020/04/03 7:47:31 PM MDT","houxinyi","0.5","0.5","0.571","0.5","Air system","Car starts","Air filter","Car cranks","Air system","Car starts","Car starts","true","Car cranks","true","Fuel system","okay","Spark quality","good","Air system","okay","Spark timing","good","0.99","Car starts","false","Car cranks","true","Fuel system","okay","Spark quality","good","Air system","okay","Spark timing","good","0.01"
"2020/04/03 7:47:58 PM MDT","goatcher","0.5","0.5","0.57","0.5","Air system","Air filter","Car starts","Charging system","Battery age","Headlights","Car starts","true","Alternator","okay","Charging system","okay","Battery voltage","strong","Starter system","okay","Car cranks","true","0.73","Car starts","false","Alternator","okay","Charging system","okay","Battery voltage","strong","Starter system","okay","Car cranks","true","0.27"
"2020/04/03 7:52:43 PM MDT","wongra22","0.5","0.5","0.57","0.5","Starter system","Starter motor","Car cranks","Charging system","Battery age","Battery voltage","Car starts","true","Air filter","clean","Car cranks","true","Voltage at plug","strong","Fuel system","okay","Spark quality","good","0.966772","Car starts","false","Air filter","clean","Car cranks","true","Voltage at plug","strong","Fuel system","okay","Spark quality","good","0.033227"
"2020/04/03 7:58:39 PM MDT","zhan5179","0.5","0.5","0.57","0.5","Charging system","Alternator","Battery voltage","Charging system","Battery age","Battery voltage","Alternator","Okay","Charging system","okay","Battery age","new","Battery voltage","strong","Main fuse","okay","Distributer","okay","1.0","Alternator","faulty","Charging system","okay","Battery age","new","Battery voltage","strong","Main fuse","okay","Distributer","okay","0"
"2020/04/03 8:14:54 PM MDT","chochan2","0.5","0.5","0.5714285714285714","0.5","Air system","Air filter","Car cranks","Battery age","Charging system","Battery voltage","Voltage at plug","strong ","Distributer","okay ","Main fuse","okay ","Battery age","new ","Charging system","okay ","Battery voltage","strong ","0.951295527843321","Voltage at plug","strong","Starter motor","faulty ","Car starts","false","Battery age","old","Car cranks","true ","Battery voltage","weak","0.0"
"2020/04/03 8:19:38 PM MDT","tangrae","0.5","0.5","0.57","0.5","Distributer","Spark timing","Voltage at plug","Spark timing","Starter system","Main fuse","Car starts","true","Alternator","okay","Charging system","okay","Battery voltage","strong","Starter system","okay","Car cranks","true","0.73","Car starts","false","Alternator","okay","Charging system","okay","Battery voltage","strong","Starter system","okay","Car cranks","true","0.27"
"2020/04/03 8:29:45 PM MDT","wangw214","0.5","0.5","0.571428","0.5","Alternator","Charging system","Battery voltage","Alternator","Battery age","Battery voltage","Battery age","new","Starter system","faculty","Headlights","dim","Spark quality","good","Fuel system","faculty","Car starts","true","0.46437799997958085","Alternator","new","Battery age","very_old","Voltage at plug","weak","Starter motor","okay","Starter system","okay","Headlights","bright","1.999313569001071e-05"
"2020/04/03 9:58:58 PM MDT","seifeldi",".5",".5",".5714",".5","Alternator","Air filter","Battery age","Headlights","Voltage at plug","Battery voltage","Car starts","0.280","Spark quality",".254","Voltage at plug","0.363","Battery voltage","0.4113","Charging system","0.4985","Alternator","0.997",".5","Alternator","0.997","Spark quality",".2542","Voltage at plug","0.3632","Air filter",".9","Charging system",".4985","Starter system",".59553",".5"
"2020/04/03 10:27:19 PM MDT","1001367193","0.5","0.5","0.5714","0.5","Charging system","Alternator","Battery voltage","Spark plugs","Car starts","Voltage at plug","Car starts","true","Spark quality","good","Fuel system","okay","Spark timing","good","Car cranks","true","Air system","okay","0.99","Car starts","false","Spark quality","true","Fuel system","okay","Spark timing","good","Car cranks","true","Air system","okay","0.01"
"2020/04/03 10:35:52 PM MDT","lyujiahe","0.5","0.5","0.57143","0.5","Battery age","Air filter","Alternator","Alternator","Main fuse","Battery age","Charging system","okay","Spark plugs","too wide","Battery voltage","strong","Alternator","okay","Main fuse","okay","Distributer","okay","0.9937","Charging system","faulty","Spark plugs","fouled","Air filter","clean","Alternator","okay","Fuel system","faulty","Car cranks","true","0.2587"
